Protocol,Kind,Test Name,Files Count,Setup Time,TTFB,Size,Time,Goodput,CPU User,CPU System,CPU Total,Memory Diff,Memory Total
HTTP/1,HTTP,Local-1,10,24,21671,8 kib,111319,735899.158818,2,1,104,17592186044415,5662
HTTP/1,HTTP,Local-1,10,3,22055,64 mib,4873573,137699495.546769,100,526,3823,96,2022
HTTP/1,HTTP,Local-1,10,31,21913,4 mib,365395,114788058.418891,11,32,293,2,1726
HTTP/1,HTTP,Local-1,10,4,1039979,512 kib,408557,12832673.817197,25,21,1132,2,5663
HTTP/1,HTTP,Local-1,10,4,1049550,4 mib,381594,109915355.063235,10,40,1126,6,1721
HTTP/1,HTTP,Local-1,10,4,21605,1 mib,246247,42582216.096495,5,12,208,17592186044415,1714
HTTP/1,HTTP,Local-1,10,4,21671,128 kib,148468,8828275.915952,1,2,134,0,1713
HTTP/1,HTTP,Local-1,10,4,21687,64 mib,4346659,154391798.631404,94,457,3397,9,1815
HTTP/1,HTTP,Local-1,10,4,21737,2 mib,271328,77292105.019716,9,19,227,17592186044415,1716
HTTP/1,HTTP,Local-1,10,4,21780,64 kib,138228,4741131.719485,1,2,125,17592186044415,5665
HTTP/1,HTTP,Local-1,10,4,21801,128 b,115952,11039.022081,1,1,107,0,5667
HTTP/1,HTTP,Local-1,10,4,21804,8 kib,106939,766039.179089,8,2,96,0,5671
HTTP/1,HTTP,Local-1,10,4,21806,8 mib,535411,156675990.341629,20,61,430,17592186044413,1733
HTTP/1,HTTP,Local-1,10,4,21817,1 kib,123760,82740.253780,2,1,114,0,5669
HTTP/1,HTTP,Local-1,10,4,21829,64 mib,4390326,152856213.736465,97,473,3437,17592186044352,1804
HTTP/1,HTTP,Local-1,10,4,21834,8 mib,496016,169119637.624739,17,45,399,0,1733
HTTP/1,HTTP,Local-1,10,4,21837,8 mib,549038,152787217.510754,22,66,429,1,5688
HTTP/1,HTTP,Local-1,10,4,21870,512 kib,418012,12542394.046879,3,5,345,17592186044415,5661
HTTP/1,HTTP,Local-1,10,4,21967,1 kib,111805,91587.950818,0,1,104,0,5669
HTTP/1,HTTP,Local-1,10,4,22050,4 kib,113571,360652.591002,1,1,107,0,1712
HTTP/1,HTTP,Local-1,10,4,22052,256 kib,171902,15249618.968947,2,5,152,17592186044415,5661
HTTP/1,HTTP,Local-1,10,4,22101,128 kib,157421,8326197.488013,1,2,142,0,1713
HTTP/1,HTTP,Local-1,10,4,22107,64 mib,4282682,156698211.228468,130,492,3325,46,5882
HTTP/1,HTTP,Local-1,10,4,22209,256 kib,175378,14947328.207277,2,3,154,0,1712
HTTP/1,HTTP,Local-1,10,4,22262,32 b,116125,2755.641746,1,1,109,0,1716
HTTP/1,HTTP,Local-1,10,4,22385,2 mib,717282,29237445.922662,17,26,571,17592186044415,5666
HTTP/1,HTTP,Local-1,10,4,22433,64 mib,4645055,144473752.069889,151,613,3569,17592186044405,5871
HTTP/1,HTTP,Local-1,10,4,22488,512 b,323457,15828.987575,1,2,273,0,1716
HTTP/1,HTTP,Local-1,10,4,22736,16 mib,1196813,140182364.237840,35,150,949,17592186044412,1774
HTTP/1,HTTP,Local-1,10,4,22800,64 b,114170,5605.641377,1,1,109,0,1716
HTTP/1,HTTP,Local-1,10,4,22844,32 kib,129346,2533350.341911,1,1,120,0,1712
HTTP/1,HTTP,Local-1,10,4,23132,8 kib,117815,695327.420108,1,1,111,0,1712
HTTP/1,HTTP,Local-1,10,4,23579,32 mib,2165987,154915176.330204,70,240,1684,17592186044414,5775
HTTP/1,HTTP,Local-1,10,4,238098,64 mib,5548349,120952839.741750,144,582,4472,17592186044406,5855
HTTP/1,HTTP,Local-1,10,49,22481,4 kib,115334,355141.532051,0,1,108,0,1712
HTTP/1,HTTP,Local-1,10,5,1056450,2 kib,115944,176636.235440,1,3,931,17592186044415,1716
HTTP/1,HTTP,Local-1,10,5,1067385,4 mib,369231,113595539.274287,10,36,1134,1,1723
HTTP/1,HTTP,Local-1,10,5,21452,16 mib,1205055,139223619.032255,34,137,948,14,1772
HTTP/1,HTTP,Local-1,10,5,21562,2 mib,278962,75176869.714341,10,18,231,4,1717
HTTP/1,HTTP,Local-1,10,5,21627,1 kib,114874,89140.757958,1,1,108,0,1716
HTTP/1,HTTP,Local-1,10,5,21642,256 kib,183624,14276106.158063,2,2,160,17592186044415,1712
HTTP/1,HTTP,Local-1,10,5,21652,2 kib,114923,178206.277247,1,1,107,17592186044415,5668
HTTP/1,HTTP,Local-1,10,5,21670,8 mib,560602,149635552.885413,15,53,447,4,1735
HTTP/1,HTTP,Local-1,10,5,21692,32 mib,2387102,140565550.170644,85,252,1838,18,5785
HTTP/1,HTTP,Local-1,10,5,21693,128 b,119428,10717.682837,1,1,112,0,1716
HTTP/1,HTTP,Local-1,10,5,21695,8 mib,512657,163629774.091021,18,43,410,0,1732
HTTP/1,HTTP,Local-1,10,5,21708,16 kib,347045,472099.479751,1,1,292,0,1712
HTTP/1,HTTP,Local-1,10,5,21712,16 mib,1552619,108057506.953411,46,155,1218,32,5726
HTTP/1,HTTP,Local-1,10,5,21727,64 kib,138064,4746773.785837,4,4,124,0,5666
HTTP/1,HTTP,Local-1,10,5,21733,16 mib,1205062,139222764.093520,38,164,955,53,1785
HTTP/1,HTTP,Local-1,10,5,21739,16 mib,1193270,140598657.470648,33,139,945,6,1779
HTTP/1,HTTP,Local-1,10,5,21741,64 mib,6524251,102860639.437989,226,698,5039,17592186044410,5849
HTTP/1,HTTP,Local-1,10,5,21748,64 kib,136769,4791718.609366,2,3,122,0,5666
HTTP/1,HTTP,Local-1,10,5,21750,4 kib,108826,376378.223359,3,5,93,17592186044415,5669
HTTP/1,HTTP,Local-1,10,5,21761,1 mib,231160,45361461.601721,6,12,192,17592186044415,5663
HTTP/1,HTTP,Local-1,10,5,21761,4 mib,795257,52741444.691450,26,35,630,10,5680
HTTP/1,HTTP,Local-1,10,5,21763,8 mib,521244,160934318.309921,20,56,417,17592186044409,5682
HTTP/1,HTTP,Local-1,10,5,21770,4 mib,349681,119946339.771283,14,26,284,17592186044413,1725
